     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/17/2016-12/23/2016,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
R228,AVENUE J-EAST 16TH STREET     ,00011278,00001215,00000122,00000396,00000000,00007561,00008812,00000000,00000000,00000000,00000000,00000202,00000208,00000008,00000490,00000246,00000087,00000000,00000069,00000000,00000000,00000000,00002321,00000000,                                                                                                                      
R229,AVENUE M-EAST 16TH STREET     ,00011660,00001289,00000136,00000319,00000004,00005997,00007977,00000000,00000001,00000000,00000000,00000222,00000312,00000001,00000429,00000293,00000110,00000000,00000049,00000000,00000000,00000000,00007334,00000000,                                                                                                                      
R230,NECK ROAD-EAST 16TH STREET    ,00009651,00001257,00000019,00000387,00000001,00002753,00008503,00000000,00000000,00000000,00000000,00000255,00000211,00000000,00000453,00000238,00000096,00000000,00000028,00000000,00000000,00000000,00001886,00000000,                                                                                                                      
R231,UNION STREET-4TH AVENUE       ,00014200,00000805,00000083,00000192,00000008,00006117,00010305,00000000,00000000,00000000,00000000,00000251,00000218,00000009,00001339,00000502,00000313,00000000,00000218,00000000,00000000,00000000,00001069,00000000,                                                                                                                      
R232,45TH STREET-4TH AVENUE        ,00017062,00001039,00000126,00000305,00000011,00010315,00008637,00000000,00000000,00000000,00000000,00000088,00000413,00000010,00000562,00000100,00000081,00000000,00000081,00000000,00000000,00000000,00003525,00000000,                                                                                                                      
R233,53RD STREET-4TH AVENUE        ,00017135,00000929,00000116,00000249,00000001,00010068,00009128,00000000,00000000,00000000,00000000,00000118,00000439,00000002,00000473,00000107,00000106,00000000,00000101,00000000,00000000,00000000,00003576,00000000,                                                                                                                      
R234,50TH STREET-NEW UTRECHT AVE   ,00007687,00000827,00000087,00000289,00000002,00003955,00004051,00000000,00000000,00000000,00000000,00000084,00000262,00000000,00000173,00000142,00000022,00000000,00000044,00000000,00000000,00000000,00001297,00000000,                                                                                                                      
R235,BEDFORD AVE-NORTH 7TH ST      ,00070071,00001347,00000145,00000396,00000059,00033975,00047413,00000000,00000000,00000000,00000000,00000819,00000391,00000043,00005665,00001570,00001113,00000000,00001476,00000000,00000000,00000000,00004264,00000000,                                                                                                                      
R236,DEKALB AVE-WYCKOFF AVE        ,00025047,00000866,00000137,00000206,00000008,00019785,00020273,00000000,00000000,00000000,00000000,00000141,00000494,00000015,00001858,00000183,00000354,00000000,00000308,00000000,00000000,00000000,00003293,00000000,                                                                                                                      
R237,182ND STREET-183RD STREET     ,00011689,00000565,00000072,00000119,00000010,00011507,00004403,00000000,00000000,00000000,00000000,00000054,00000364,00000000,00000404,00000024,00000066,00000000,00000054,00000000,00000000,00000000,00002677,00000000,                                                                                                                      
R238,STEINWAY ST-BROADWAY          ,00030436,00001660,00000218,00000444,00000021,00019302,00027446,00000000,00000000,00000000,00000000,00000287,00000597,00000022,00002499,00000418,00000577,00000000,00000398,00000000,00000000,00000000,00004512,00000000,                                                                                                                      
R239,GREENPOINT AVE                ,00021456,00001334,00000152,00000425,00000007,00011512,00015057,00000000,00000000,00000000,00000000,00000225,00000282,00000023,00001504,00000382,00000346,00000000,00000428,00000000,00000000,00000000,00001129,00000000,                                                                                                                      
R240,GRAND ST-CHRISTIE ST          ,00051505,00010195,00000319,00004980,00000046,00017212,00056128,00000000,00000000,00000000,00000000,00000606,00001192,00000066,00002531,00000698,00000607,00000000,00000841,00000000,00000000,00000000,00007489,00000000,                                                                                                                      
R241,15TH ST-PROSPECT PARK WEST    ,00011889,00001029,00000054,00000294,00000008,00004313,00009547,00000000,00000000,00000000,00000000,00000285,00000119,00000007,00001250,00000415,00000283,00000000,00000168,00000000,00000000,00000000,00001860,00000000,                                                                                                                      
R242,18TH AVE-MCDONALD AVE         ,00009021,00000794,00000086,00000278,00000001,00005231,00005393,00000000,00000000,00000000,00000000,00000114,00000253,00000000,00000275,00000080,00000046,00000000,00000038,00000000,00000000,00000000,00001718,00000000,                                                                                                                      
R243,170TH STREET-JEROME AVENUE    ,00016623,00000937,00000201,00000268,00000007,00020817,00007878,00000000,00000000,00000000,00000000,00000066,00000638,00000002,00000868,00000026,00000060,00000000,00000101,00000000,00000000,00000000,00004305,00000000,                                                                                                                      
R244,BURNSIDE AVE-JEROME AVE       ,00019345,00001149,00000225,00000435,00000008,00022833,00009063,00000000,00000000,00000000,00000000,00000074,00000785,00000004,00001086,00000059,00000082,00000000,00000078,00000000,00000000,00000000,00004948,00000000,                                                                                                                      
R245,ST LAWRENCE AVE-WEST AVE      ,00009693,00000552,00000064,00000066,00000002,00009142,00003305,00000000,00000000,00000000,00000000,00000090,00000261,00000000,00000352,00000041,00000024,00000000,00000025,00000000,00000000,00000000,00002116,00000000,                                                                                                                      
R246,PROSPECT AVENUE-4TH AVENUE    ,00010238,00000390,00000036,00000092,00000008,00004427,00008200,00000000,00000000,00000000,00000000,00000177,00000151,00000002,00001097,00000220,00000278,00000000,00000117,00000000,00000000,00000000,00001153,00000000,                                                                                                                      
R247,55TH ST-NEW UTRECHT AVE       ,00005703,00000636,00000059,00000188,00000000,00002832,00002694,00000000,00000000,00000000,00000000,00000070,00000144,00000005,00000072,00000077,00000022,00000000,00000019,00000000,00000000,00000000,00000611,00000000,                                                                                                                      
R248,1ST AVENUE-14TH STREET        ,00055241,00002771,00000210,00000696,00000052,00023889,00033508,00000000,00000000,00000000,00000000,00000681,00000750,00000050,00004357,00001019,00000676,00000000,00000913,00000000,00000000,00000000,00007876,00000000,                                                                                                                      
R249,GRAHAM AVE-METROPOLITAN AVE   ,00022259,00000596,00000081,00000192,00000015,00012623,00018721,00000000,00000000,00000000,00000000,00000207,00000255,00000010,00002103,00000452,00000435,00000000,00000349,00000000,00000000,00000000,00002696,00000000,                                                                                                                      
R250,GRAND ST-BUSHWICK AVE         ,00011632,00000554,00000082,00000258,00000009,00009419,00010449,00000000,00000000,00000000,00000000,00000067,00000273,00000013,00000938,00000136,00000135,00000000,00000162,00000000,00000000,00000000,00003824,00000000,                                                                                                                      
R251,96TH ST-CENTRAL PARK WEST     ,00016070,00002559,00000183,00000550,00000004,00009830,00014665,00000000,00000000,00000000,00000000,00000283,00000309,00000057,00001593,00000571,00000382,00000000,00000244,00000000,00000000,00000000,00001524,00000000,                                                                                                                      
R252,HIGH ST-CADMAN PLAZA WEST     ,00018375,00001229,00000068,00000231,00000014,00009528,00010409,00000000,00000000,00000000,00000000,00000256,00000141,00000026,00001280,00000488,00000308,00000001,00000607,00000000,00000000,00000000,00000876,00000000,                                                                                                                      
R253,174TH-175TH ST-GRAND CONCOU   ,00010811,00000620,00000092,00000106,00000004,00011309,00005748,00000000,00000000,00000000,00000000,00000067,00000247,00000007,00000638,00000056,00000110,00000000,00000078,00000000,00000000,00000000,00002158,00000000,                                                                                                                      
R254,GRAND AVE-QUEENS BOULEVARD    ,00032219,00002585,00000301,00000939,00000007,00024342,00039731,00000000,00000000,00000000,00000000,00000397,00000529,00000016,00002315,00000393,00000459,00000000,00000372,00000000,00000000,00000000,00005949,00000000,                                                                                                                      
R255,VAN WYCK BLVD-MAIN STREET     ,00010575,00000954,00000075,00000253,00000007,00004215,00008197,00000000,00000000,00000000,00000000,00000188,00000262,00000001,00000849,00000186,00000088,00000000,00000101,00000000,00000000,00000000,00002707,00000000,                                                                                                                      
R256,NASSAU AVE-MANHATTAN AVE      ,00020078,00001039,00000106,00000421,00000003,00010573,00015043,00000000,00000000,00000000,00000000,00000224,00000195,00000013,00001590,00000333,00000284,00000000,00000334,00000000,00000000,00000000,00001647,00000000,                                                                                                                      
R257,EAST BROADWAY-MADISON ST      ,00031562,00003974,00000200,00001302,00000046,00014397,00025256,00000000,00000000,00000000,00000000,00000361,00000853,00000027,00002348,00000531,00000393,00000000,00000432,00000000,00000000,00000000,00005373,00000000,                                                                                                                      
R258,4TH AVENUE-9TH STREET         ,00026408,00001729,00000175,00000466,00000021,00013013,00020421,00000000,00000000,00000000,00000000,00000359,00000389,00000010,00002358,00000694,00000518,00000000,00000420,00000000,00000000,00000000,00004171,00000000,                                                                                                                      
R259,ROOSEVELT ISLAND              ,00011341,00001643,00000139,00000482,00000034,00006341,00012868,00000000,00000000,00000000,00000000,00000063,00000223,00000017,00001526,00000151,00000296,00000000,00000228,00000000,00000000,00000000,00001277,00000000,                                                                                                                      
R260,181ST STREET-ST NICHOLAS AV   ,00021747,00002006,00000358,00000445,00000022,00025150,00013005,00000000,00000000,00000000,00000000,00000065,00001255,00000011,00001257,00000174,00000158,00000000,00000155,00000000,00000000,00000000,00003565,00000000,                                                                                                                      
R261,40TH STREET-LOWERY STREET     ,00022073,00001819,00000177,00000446,00000019,00012031,00019685,00000000,00000000,00000000,00000000,00000221,00000487,00000039,00002071,00000264,00000281,00000000,00000282,00000000,00000000,00000000,00005445,00000000,                                                                                                                      
R262,BEVERLEY ROAD -EAST 15TH ST   ,00006615,00000487,00000092,00000116,00000004,00004201,00004518,00000000,00000000,00000000,00000000,00000055,00000100,00000001,00000470,00000093,00000096,00000000,00000063,00000000,00000000,00000000,00001430,00000000,                                                                                                                      
R263,AVENUE H-EAST 16TH STREET     ,00006180,00000548,00000033,00000175,00000000,00003439,00004560,00000000,00000000,00000000,00000000,00000080,00000127,00000004,00000375,00000109,00000062,00000000,00000041,00000000,00000000,00000000,00001637,00000000,                                                                                                                      
R264,OCEAN PKWAY-BRIGHTON BCH AV   ,00007053,00001236,00000048,00000300,00000000,00002502,00004119,00000000,00000000,00000000,00000000,00000105,00000247,00000000,00000216,00000097,00000039,00000000,00000044,00000000,00000000,00000000,00002522,00000000,                                                                                                                      
R265,MONTROSE AVENUE               ,00015167,00000577,00000043,00000137,00000006,00010597,00012296,00000000,00000000,00000000,00000000,00000066,00000302,00000016,00001358,00000176,00000222,00000000,00000278,00000000,00000000,00000000,00002223,00000000,                                                                                                                      
R266,HALSEY STREET-WYCKOFF AVE     ,00017677,00000558,00000064,00000155,00000003,00013472,00012547,00000000,00000000,00000000,00000000,00000161,00000240,00000001,00000985,00000144,00000212,00000000,00000198,00000000,00000000,00000000,00002520,00000000,                                                                                                                      
R267,46TH STREET-BROADWAY          ,00020157,00001278,00000140,00000399,00000008,00011259,00016480,00000000,00000000,00000000,00000000,00000215,00000368,00000014,00001535,00000265,00000344,00000000,00000242,00000000,00000000,00000000,00003011,00000000,                                                                                                                      
R268,METROPOLITAN AVE-LORIMER ST   ,00033384,00000693,00000091,00000290,00000012,00018602,00027470,00000000,00000000,00000000,00000000,00000294,00000240,00000028,00003252,00000558,00000669,00000000,00000594,00000000,00000000,00000000,00002617,00000000,                                                                                                                      
R269,BEDFORD AVENUE-NOSTRAND AVE   ,00015896,00000417,00000056,00000204,00000009,00013154,00013676,00000000,00000000,00000000,00000000,00000154,00000172,00000001,00001527,00000247,00000246,00000000,00000346,00000000,00000000,00000000,00002036,00000000,                                                                                                                      
R270,SMITH STREET-9TH STREET       ,00009579,00000443,00000054,00000215,00000002,00006640,00005974,00000000,00000000,00000000,00000000,00000078,00000225,00000002,00000544,00000159,00000104,00000000,00000085,00000000,00000000,00000000,00001658,00000000,                                                                                                                      
R271,AVENUE X-MCDONALD AVENUE      ,00004992,00000406,00000027,00000149,00000000,00002308,00003573,00000000,00000000,00000000,00000000,00000055,00000135,00000001,00000298,00000055,00000047,00000000,00000019,00000000,00000000,00000000,00000798,00000000,                                                                                                                      
R272,28TH STREET-7TH AVENUE        ,00032489,00002551,00000257,00000579,00000101,00015892,00019582,00000000,00000000,00000000,00000000,00000424,00000405,00000135,00002197,00000830,00000698,00000000,00000607,00000000,00000000,00000000,00000812,00000000,                                                                                                                      
R273,145TH STREET-BROADWAY         ,00018500,00001401,00000272,00000545,00000017,00021987,00017081,00000000,00000000,00000000,00000000,00000085,00000656,00000003,00001359,00000175,00000331,00000000,00000255,00000000,00000000,00000000,00002892,00000000,                                                                                                                      
R274,191ST STREET-ST NICHOLAS AV   ,00016799,00001861,00000194,00000424,00000003,00015884,00011427,00000000,00000000,00000000,00000000,00000070,00000804,00000006,00001411,00000084,00000189,00000000,00000150,00000000,00000000,00000000,00006034,00000000,                                                                                                                      
R275,183RD STREET-JEROME AVENUE    ,00012784,00000576,00000112,00000168,00000008,00014640,00005286,00000000,00000000,00000000,00000000,00000055,00000465,00000003,00000496,00000066,00000059,00000000,00000044,00000000,00000000,00000000,00003553,00000000,                                                                                                                      
R276,JACKSON AVENUE-VERNON BLVD    ,00034703,00001564,00000106,00000363,00000074,00013088,00029019,00000000,00000000,00000000,00000000,00000494,00000238,00000073,00003832,00001183,00000881,00000000,00000518,00000000,00000000,00000000,00002980,00000000,                                                                                                                      
R277,PRESIDENT ST-NOSTRAND AVE     ,00007760,00000560,00000112,00000143,00000002,00005164,00005476,00000000,00000001,00000000,00000000,00000071,00000188,00000001,00000710,00000074,00000091,00000000,00000080,00000000,00000000,00000000,00002525,00000000,                                                                                                                      
R278,25TH STREET-4TH AVENUE        ,00006807,00000314,00000032,00000062,00000005,00004292,00004341,00000000,00000000,00000000,00000000,00000065,00000134,00000002,00000439,00000082,00000107,00000000,00000127,00000000,00000000,00000000,00000683,00000000,                                                                                                                      
R279,JEFFERSON STREET-WYCKOFF AV   ,00016210,00000343,00000056,00000157,00000002,00011893,00012401,00000000,00000000,00000000,00000000,00000122,00000164,00000004,00000982,00000155,00000222,00000000,00000249,00000000,00000000,00000000,00001225,00000000,                                                                                                                      
R280,190TH STREET-OVERLOOK TERR    ,00007998,00001055,00000054,00000259,00000000,00005050,00008921,00000000,00000000,00000000,00000000,00000095,00000274,00000008,00000980,00000151,00000270,00000000,00000126,00000000,00000000,00000000,00001323,00000000,                                                                                                                      
R281,72ND STREET-CENTRAL PK WEST   ,00020558,00002112,00000062,00000312,00000016,00009670,00010921,00000000,00000000,00000000,00000000,00000317,00000325,00000029,00001214,00000621,00000358,00000000,00000448,00000000,00000000,00000000,00000558,00000000,                                                                                                                      
R282,SPRING STREET-6TH AVENUE      ,00033222,00001382,00000084,00000267,00000107,00012640,00016756,00000000,00000000,00000000,00000000,00000521,00000192,00000165,00002203,00000835,00000488,00000000,00000627,00000000,00000000,00000000,00001992,00000000,                                                                                                                      
R283,LAFAYETTE AVENUE-FULTON ST    ,00011822,00000532,00000071,00000154,00000002,00007578,00007633,00000000,00000000,00000000,00000000,00000137,00000167,00000003,00000925,00000221,00000200,00000000,00000257,00000000,00000000,00000000,00002500,00000000,                                                                                                                      
R284,CLINTON AVENUE-FULTON ST      ,00015210,00000542,00000116,00000135,00000010,00007312,00011595,00000000,00000000,00000000,00000000,00000151,00000205,00000004,00001523,00000262,00000291,00000000,00000311,00000000,00000000,00000000,00001348,00000000,                                                                                                                      
R285,MOTT AVENUE-BEACH 22ND ST     ,00011383,00000681,00000139,00000235,00000003,00007210,00003048,00000000,00000000,00000000,00000000,00000042,00000447,00000001,00000268,00000041,00000032,00000000,00000115,00000000,00000000,00000000,00002111,00000000,                                                                                                                      
R286,MYRTLE AVENUE-MARCY AVENUE    ,00012186,00000397,00000066,00000063,00000003,00009948,00008690,00000000,00000000,00000000,00000000,00000078,00000198,00000001,00000792,00000074,00000144,00000000,00000201,00000000,00000000,00000000,00001848,00000000,                                                                                                                      
R287,CLASSON AVENUE-LAFAYETTE AV   ,00010789,00000331,00000031,00000063,00000011,00006495,00007900,00000000,00000000,00000000,00000000,00000113,00000199,00000002,00000747,00000163,00000165,00000000,00000204,00000000,00000000,00000000,00001410,00000000,                                                                                                                      
R288,7TH AVENUE-9TH STREET         ,00028434,00002413,00000104,00000394,00000012,00008983,00020487,00000000,00000000,00000000,00000000,00000485,00000286,00000015,00002908,00001098,00000575,00000000,00000410,00000000,00000000,00000000,00006031,00000000,                                                                                                                      
R289,FT HAMILTON PKY-GREENWOOD     ,00011235,00001158,00000055,00000188,00000001,00003912,00009977,00000000,00000000,00000000,00000000,00000232,00000092,00000008,00001314,00000418,00000303,00000000,00000101,00000000,00000000,00000000,00002860,00000000,                                                                                                                      
R290,HOUSTON STREET-VARICK ST      ,00034269,00002398,00000224,00000413,00000206,00011777,00018757,00000000,00000000,00000000,00000000,00000495,00000320,00000438,00002178,00001077,00000537,00000000,00000494,00000000,00000000,00000000,00001766,00000000,                                                                                                                      
R291,33RD STREET-QUEENS BLVD       ,00019348,00001023,00000112,00000344,00000036,00010377,00011693,00000000,00000000,00000000,00000000,00000208,00000291,00000045,00001620,00000310,00000215,00000000,00000136,00000000,00000000,00000000,00010261,00000000,                                                                                                                      
R292,BAYCHESTER AVE-TILLOTSON      ,00007466,00000373,00000028,00000075,00000003,00004092,00002447,00000000,00000000,00000000,00000000,00000047,00000122,00000001,00000338,00000040,00000017,00000000,00000020,00000000,00000000,00000000,00004492,00000000,                                                                                                                      
R293,34TH STREET - PENN STATION    ,00184857,00008335,00000690,00001494,00004546,00042807,00049403,00000000,00000000,00000000,00000000,00001748,00002595,00006470,00005696,00005195,00001201,00000000,00002779,00000000,00000000,00000000,00003749,00000000,                                                                                                                      
R294,MORGAN AVENUE-HARRISON PL     ,00017275,00000352,00000044,00000118,00000010,00012084,00013328,00000000,00000000,00000000,00000000,00000120,00000188,00000006,00001000,00000209,00000273,00000000,00000374,00000000,00000000,00000000,00001223,00000000,                                                                                                                      
R295,WILSON AVENUE-MOFFAT STREET   ,00008490,00000248,00000048,00000056,00000002,00009030,00006407,00000000,00000000,00000000,00000000,00000064,00000218,00000001,00000587,00000058,00000095,00000000,00000118,00000000,00000000,00000000,00001518,00000000,                                                                                                                      
R296,163RD ST & AMSTERDAM AVE      ,00009014,00000598,00000081,00000192,00000000,00009061,00006249,00000000,00000000,00000000,00000000,00000037,00000298,00000001,00000581,00000061,00000128,00000000,00000081,00000000,00000000,00000000,00001740,00000000,                                                                                                                      
R297,FRANKLIN AVENUE-FULTON ST     ,00011322,00000589,00000123,00000221,00000001,00009871,00008934,00000000,00000000,00000000,00000000,00000084,00000284,00000004,00001024,00000222,00000212,00000000,00000188,00000000,00000000,00000000,00001620,00000000,                                                                                                                      
R298,NORTHERN BLVD-BROADWAY        ,00013203,00001123,00000139,00000451,00000003,00009086,00012594,00000000,00000000,00000000,00000000,00000166,00000309,00000001,00000868,00000162,00000144,00000000,00000152,00000000,00000000,00000000,00001495,00000000,                                                                                                                      
R299,BROADWAY - UNION AVENUE       ,00007981,00000546,00000051,00000269,00000016,00007325,00007009,00000000,00000000,00000000,00000000,00000029,00000221,00000000,00000614,00000097,00000085,00000000,00000116,00000000,00000000,00000000,00001781,00000000,                                                                                                                      
R300,2ND AVENUE-HOUSTON STREET     ,00043656,00002388,00000241,00000685,00000061,00021125,00027803,00000000,00000002,00000000,00000000,00000526,00000475,00000039,00003370,00001035,00000545,00000000,00000982,00000000,00000000,00000000,00003536,00000000,                                                                                                                      
R301,YORK STREET-JAY STREET        ,00021115,00000629,00000052,00000230,00000027,00011484,00014846,00000000,00000000,00000000,00000000,00000351,00000183,00000027,00001517,00000596,00000421,00000000,00000423,00000000,00000000,00000000,00001110,00000000,                                                                                                                      
R302,57TH STREET-6TH AVENUE        ,00040927,00002026,00000153,00000407,00000116,00014981,00020573,00000000,00000000,00000000,00000000,00000696,00000411,00000121,00002978,00001295,00000502,00000000,00000694,00000000,00000000,00000000,00000464,00000000,                                                                                                                      
R303,21ST STREET-QUEENSBRIDGE      ,00014492,00001383,00000224,00000844,00000008,00014145,00012061,00000000,00000000,00000000,00000000,00000178,00000777,00000012,00001079,00000159,00000105,00000000,00000321,00000000,00000000,00000000,00001786,00000000,                                                                                                                      
R304,RECTOR STREET-GREENWICH ST    ,00024387,00001090,00000058,00000227,00000168,00008674,00010861,00000000,00000000,00000000,00000000,00000395,00000168,00000379,00001466,00000663,00000286,00000000,00000581,00000000,00000000,00000000,00001211,00000000,                                                                                                                      
R306,238TH STREET-BROADWAY         ,00010180,00000661,00000076,00000171,00000002,00005381,00006248,00000000,00000000,00000000,00000000,00000101,00000242,00000001,00000801,00000206,00000075,00000000,00000060,00000000,00000000,00000000,00001080,00000000,                                                                                                                      
R307,138TH ST-GRAND CONCOURSE      ,00007993,00000271,00000081,00000088,00000010,00005366,00003406,00000000,00000000,00000000,00000000,00000029,00000230,00000000,00000441,00000048,00000047,00000000,00000037,00000000,00000000,00000000,00000884,00000000,                                                                                                                      
R308,MT EDEN AVENUE-JEROME AVE     ,00011211,00000699,00000144,00000233,00000002,00011365,00005045,00000000,00000000,00000000,00000000,00000023,00000349,00000006,00000577,00000039,00000068,00000000,00000047,00000000,00000000,00000000,00002700,00000000,                                                                                                                      
R309,176TH STREET-JEROME AVENUE    ,00011953,00000503,00000127,00000155,00000004,00014463,00005639,00000000,00000000,00000000,00000000,00000022,00000371,00000000,00000660,00000029,00000057,00000000,00000036,00000000,00000000,00000000,00003909,00000000,                                                                                                                      
R310,111TH STREET-ROOSEVELT AVE    ,00027403,00000760,00000110,00000391,00000022,00024592,00011469,00000000,00000000,00000000,00000000,00000130,00000369,00000003,00000459,00000097,00000090,00000000,00000132,00000000,00000000,00000000,00004803,00000000,                                                                                                                      
R311,BOWERY STREET-DELANCEY ST     ,00007868,00000563,00000030,00000508,00000002,00005400,00007074,00000000,00000000,00000000,00000000,00000070,00000109,00000005,00000460,00000094,00000100,00000000,00000197,00000000,00000000,00000000,00000737,00000000,                                                                                                                      
R312,WEST 6TH STREET-SURF AVENUE   ,00004285,00000739,00000033,00000170,00000001,00001368,00002363,00000000,00000000,00000000,00000000,00000096,00000125,00000000,00000194,00000065,00000038,00000000,00000027,00000000,00000000,00000000,00000882,00000000,                                                                                                                      
R313,BUSHWICK AVENUE-ABERDEEN ST   ,00003683,00000171,00000020,00000012,00000000,00004216,00002804,00000000,00000000,00000000,00000000,00000018,00000080,00000000,00000239,00000012,00000047,00000000,00000047,00000000,00000000,00000000,00000874,00000000,                                                                                                                      
R314,103RD ST-CENTRAL PARK WEST    ,00009170,00000968,00000074,00000275,00000001,00006439,00006782,00000000,00000000,00000000,00000000,00000061,00000301,00000009,00000694,00000171,00000161,00000000,00000216,00000000,00000000,00000000,00001611,00000000,                                                                                                                      
R315,155TH STREET-8TH AVENUE       ,00007407,00000698,00000132,00000244,00000005,00008342,00003904,00000000,00000000,00000000,00000000,00000029,00000353,00000000,00000368,00000009,00000053,00000000,00000049,00000000,00000000,00000000,00002386,00000000,                                                                                                                      
R316,FLUSHING AVENUE-MARCY AVE     ,00006639,00000261,00000056,00000058,00000000,00004828,00002932,00000000,00000000,00000000,00000000,00000060,00000095,00000006,00000348,00000059,00000044,00000000,00000050,00000000,00000000,00000000,00001019,00000000,                                                                                                                      
R317,LAFAYETTE AV-WASHINGTON AV    ,00011334,00000574,00000041,00000127,00000006,00005194,00007510,00000000,00000000,00000000,00000000,00000126,00000087,00000009,00000962,00000203,00000205,00000000,00000196,00000000,00000000,00000000,00001417,00000000,                                                                                                                      
R318,FULTON STREET-LAFAYETTE AV    ,00009019,00000458,00000072,00000136,00000015,00007354,00008667,00000000,00000000,00000000,00000000,00000081,00000076,00000011,00000787,00000218,00000166,00000000,00000212,00000000,00000000,00000000,00007506,00000000,                                                                                                                      
R319,63RD STREET-LEXINGTON AVE     ,00033206,00002123,00000112,00000364,00000090,00012282,00021877,00000000,00000000,00000000,00000000,00000547,00000243,00000079,00002337,00001022,00000477,00000000,00000361,00000000,00000000,00000000,00001408,00000000,                                                                                                                      
R320,CANAL STREET-VARICK STREET    ,00014569,00000519,00000044,00000101,00000107,00005763,00006848,00000000,00000000,00000000,00000000,00000163,00000138,00000157,00001049,00000376,00000242,00000000,00000269,00000000,00000000,00000000,00000521,00000000,                                                                                                                      
R321,18TH STREET-7TH AVENUE        ,00021920,00001843,00000079,00000298,00000103,00008392,00012585,00000000,00000000,00000000,00000000,00000362,00000212,00000118,00001719,00000725,00000361,00000000,00000329,00000000,00000000,00000000,00002197,00000000,                                                                                                                      
R322,SPRING STREET-LAFAYETTE ST    ,00037987,00001467,00000103,00000249,00000126,00015968,00017673,00000000,00000000,00000000,00000000,00000434,00000305,00000133,00002165,00000815,00000455,00000000,00000767,00000000,00000000,00000000,00000995,00000000,                                                                                                                      
R323,111TH STREET-LENOX AVENUE     ,00017050,00001150,00000254,00000485,00000031,00016069,00014073,00000000,00000000,00000000,00000000,00000149,00000519,00000028,00001597,00000226,00000272,00000000,00000188,00000000,00000000,00000000,00003842,00000000,                                                                                                                      
R324,116TH STREET-LENOX AVENUE     ,00020865,00001603,00000286,00000705,00000020,00021133,00017701,00000000,00000000,00000000,00000000,00000144,00000671,00000040,00001967,00000268,00000345,00000000,00000187,00000000,00000000,00000000,00004621,00000000,                                                                                                                      
R325,WHITLOCK AVE-WESTCHESTER AV   ,00003711,00000162,00000016,00000035,00000000,00003920,00001633,00000000,00000000,00000000,00000000,00000015,00000037,00000002,00000188,00000009,00000009,00000000,00000014,00000000,00000000,00000000,00001294,00000000,                                                                                                                      
R326,ZEREGA AVE-WESTCHESTER AVE    ,00005937,00000348,00000055,00000070,00000005,00003821,00002813,00000000,00000000,00000000,00000000,00000082,00000164,00000005,00000300,00000058,00000034,00000000,00000027,00000000,00000000,00000000,00001353,00000000,                                                                                                                      
R327,52ND STREET-ROOSEVELT AVE     ,00013256,00001332,00000109,00000284,00000005,00009257,00012682,00000000,00000000,00000000,00000000,00000142,00000283,00000001,00001026,00000136,00000190,00000000,00000145,00000000,00000000,00000000,00001568,00000000,                                                                                                                      
R328,WILLETS PT BLVD-ROOSEVELT     ,00005460,00000204,00000030,00000042,00000014,00002167,00001953,00000000,00000000,00000000,00000000,00000127,00000084,00000009,00000304,00000173,00000048,00000000,00000032,00000000,00000000,00000000,00000533,00000000,                                                                                                                      
R329,MORRIS PARK-PAULDING AVENUE   ,00005505,00000218,00000014,00000024,00000000,00001868,00002606,00000000,00000000,00000000,00000000,00000066,00000098,00000003,00000406,00000077,00000036,00000000,00000025,00000000,00000000,00000000,00000925,00000000,                                                                                                                      
R330,3RD AVENUE-14TH STREET        ,00016100,00000697,00000067,00000171,00000029,00009053,00012249,00000000,00000000,00000000,00000000,00000185,00000135,00000026,00001388,00000368,00000241,00000000,00000323,00000000,00000000,00000000,00001630,00000000,                                                                                                                      
R331,155TH STREET-ST NICHOLAS AV   ,00004780,00000399,00000038,00000191,00000000,00005160,00004054,00000000,00000000,00000000,00000000,00000019,00000191,00000004,00000391,00000043,00000102,00000000,00000056,00000000,00000000,00000000,00001091,00000000,                                                                                                                      
R332,135TH STREET-ST NICHOLAS AV   ,00008992,00000633,00000133,00000249,00000005,00007794,00007488,00000000,00000000,00000000,00000000,00000060,00000187,00000010,00000994,00000132,00000224,00000000,00000122,00000000,00000000,00000000,00004234,00000000,                                                                                                                      
R333,116TH STREET-8TH AVENUE       ,00012927,00000768,00000176,00000338,00000008,00010989,00011870,00000000,00000000,00000000,00000000,00000088,00000333,00000008,00001380,00000234,00000338,00000001,00000186,00000000,00000000,00000000,00002694,00000000,                                                                                                                      
R334,110TH STREET-8TH AVENUE       ,00014799,00001161,00000095,00000415,00000004,00009445,00012122,00000000,00000000,00000000,00000000,00000089,00000280,00000006,00001311,00000304,00000311,00000000,00000370,00000000,00000000,00000000,00002170,00000000,                                                                                                                      
R335,GASTON AVENUE-BEACH 67TH ST   ,00005467,00000356,00000036,00000083,00000002,00003364,00002056,00000000,00000000,00000000,00000000,00000033,00000203,00000001,00000249,00000046,00000030,00000000,00000122,00000000,00000000,00000000,00001226,00000000,                                                                                                                      
R336,STRAITON AVE-BEACH 60TH ST    ,00004966,00000352,00000053,00000061,00000002,00003996,00001566,00000000,00000000,00000000,00000000,00000027,00000200,00000000,00000287,00000009,00000018,00000000,00000069,00000000,00000000,00000000,00001816,00000000,                                                                                                                      
