     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/11/2010-12/17/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R234,50TH STREET-NEW UTRECHT AVE   ,00007707,00000584,00000070,00000224,00000004,00001812,00004800,00000002,00000066,00000255,00000003,00000056,00000000,00000006,00000245,00000021,00000008,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R235,BEDFORD AVE-NORTH 7TH ST      ,00056535,00000718,00000104,00000303,00000029,00015973,00057408,00000018,00001088,00004764,00000079,00000366,00000000,00000073,00002650,00000364,00000325,00000000,00000546,00000000,00000000,00000000,                                                                                                                                        
R236,DEKALB AVE-WYCKOFF AVE        ,00025384,00000712,00000100,00000275,00000004,00011265,00020169,00000008,00000223,00001576,00000020,00000104,00000000,00000033,00001149,00000057,00000116,00000000,00000046,00000000,00000000,00000000,                                                                                                                                        
R237,182ND STREET-183RD STREET     ,00012104,00000442,00000069,00000110,00000000,00006371,00004731,00000019,00000128,00000888,00000002,00000024,00000000,00000014,00000711,00000008,00000002,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R238,STEINWAY ST-BROADWAY          ,00030861,00001368,00000108,00000430,00000010,00011419,00032543,00000026,00000390,00001918,00000029,00000178,00000000,00000039,00002012,00000117,00000157,00000000,00000148,00000000,00000000,00000000,                                                                                                                                        
R239,GREENPOINT AVE                ,00019031,00000958,00000082,00000479,00000002,00005784,00017654,00000015,00000201,00001119,00000008,00000134,00000000,00000020,00000866,00000066,00000071,00000000,00000075,00000000,00000000,00000000,                                                                                                                                        
R240,GRAND ST-CHRISTIE ST          ,00045115,00007199,00000133,00004613,00000035,00007695,00064969,00000055,00001527,00001479,00000147,00000446,00000000,00000178,00002662,00000184,00000131,00000000,00000224,00000000,00000000,00000000,                                                                                                                                        
R241,15TH ST-PROSPECT PARK WEST    ,00014176,00000700,00000040,00000283,00000005,00003226,00014235,00000009,00000154,00000942,00000016,00000167,00000000,00000006,00001334,00000128,00000131,00000000,00000108,00000000,00000000,00000000,                                                                                                                                        
R242,18TH AVE-MCDONALD AVE         ,00009687,00000531,00000057,00000339,00000004,00003289,00006820,00000007,00000051,00000316,00000005,00000068,00000000,00000001,00000449,00000052,00000027,00000000,00000007,00000000,00000000,00000000,                                                                                                                                        
R243,170TH STREET-JEROME AVENUE    ,00019339,00000596,00000116,00000274,00000000,00013788,00008969,00000029,00000267,00001765,00000004,00000048,00000000,00000003,00001651,00000010,00000016,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R244,BURNSIDE AVE-JEROME AVE       ,00023783,00000723,00000129,00000367,00000010,00015622,00012086,00000045,00000425,00002518,00000024,00000068,00000000,00000009,00001922,00000020,00000016,00000000,00000045,00000000,00000000,00000000,                                                                                                                                        
R245,ST LAWRENCE AVE-WEST AVE      ,00011581,00000368,00000024,00000102,00000002,00006462,00004675,00000013,00000086,00000690,00000014,00000075,00000000,00000001,00000702,00000018,00000010,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R246,PROSPECT AVENUE-4TH AVENUE    ,00011701,00000278,00000057,00000115,00000018,00003626,00012050,00000006,00000143,00000807,00000008,00000112,00000000,00000032,00000870,00000075,00000072,00000000,00000050,00000000,00000000,00000000,                                                                                                                                        
R247,55TH ST-NEW UTRECHT AVE       ,00005936,00000479,00000022,00000178,00000009,00001528,00003245,00000010,00000044,00000158,00000003,00000081,00000000,00000006,00000122,00000023,00000009,00000000,00000007,00000000,00000000,00000000,                                                                                                                                        
R248,1ST AVENUE-14TH STREET        ,00058374,00002345,00000157,00000768,00000051,00013979,00043861,00000035,00000859,00003690,00000082,00000440,00000000,00000148,00003536,00000374,00000277,00000000,00000460,00000000,00000000,00000000,                                                                                                                                        
R249,GRAHAM AVE-METROPOLITAN AVE   ,00021863,00000460,00000056,00000199,00000005,00007945,00026588,00000009,00000222,00002140,00000009,00000141,00000000,00000026,00001514,00000095,00000147,00000000,00000153,00000000,00000000,00000000,                                                                                                                                        
R250,GRAND ST-BUSHWICK AVE         ,00011889,00000466,00000055,00000242,00000003,00005651,00012572,00000003,00000124,00001019,00000020,00000051,00000000,00000014,00001035,00000036,00000041,00000000,00000074,00000000,00000000,00000000,                                                                                                                                        
R251,96TH ST-CENTRAL PARK WEST     ,00016252,00002129,00000113,00000524,00000013,00005907,00018795,00000039,00000310,00001404,00000030,00000251,00000000,00000106,00001764,00000227,00000126,00000000,00000114,00000000,00000000,00000000,                                                                                                                                        
R252,HIGH ST-CADMAN PLAZA WEST     ,00015190,00000954,00000049,00000230,00000028,00004247,00012225,00000010,00000688,00000909,00000047,00000195,00000000,00000060,00001415,00000120,00000088,00000000,00000132,00000000,00000000,00000000,                                                                                                                                        
R253,174TH-175TH ST-GRAND CONCOU   ,00011041,00000411,00000056,00000178,00000010,00006232,00005557,00000008,00000138,00000968,00000006,00000024,00000000,00000009,00000910,00000020,00000020,00000000,00000038,00000000,00000000,00000000,                                                                                                                                        
R254,GRAND AVE-QUEENS BOULEVARD    ,00031336,00001940,00000142,00000794,00000006,00013191,00043008,00000030,00000442,00001689,00000024,00000303,00000000,00000020,00002230,00000078,00000104,00000000,00000071,00000000,00000000,00000000,                                                                                                                                        
R255,VAN WYCK BLVD-MAIN STREET     ,00012533,00000846,00000064,00000292,00000007,00003175,00010861,00000020,00000124,00000548,00000021,00000210,00000000,00000005,00000969,00000092,00000017,00000000,00000042,00000000,00000000,00000000,                                                                                                                                        
R256,NASSAU AVE-MANHATTAN AVE      ,00017563,00000624,00000080,00000434,00000009,00004743,00016710,00000013,00000146,00000925,00000004,00000113,00000000,00000015,00000912,00000109,00000071,00000000,00000099,00000000,00000000,00000000,                                                                                                                                        
R257,EAST BROADWAY-MADISON ST      ,00028986,00002489,00000139,00001123,00000016,00006780,00026519,00000025,00000543,00001375,00000072,00000251,00000000,00000071,00002946,00000159,00000097,00000000,00000103,00000000,00000000,00000000,                                                                                                                                        
R258,4TH AVENUE-9TH STREET         ,00026554,00001008,00000118,00000337,00000014,00008679,00026315,00000020,00000284,00002024,00000026,00000294,00000000,00000023,00002361,00000181,00000136,00000000,00000179,00000000,00000000,00000000,                                                                                                                                        
R259,ROOSEVELT ISLAND              ,00011908,00001680,00000175,00000534,00000009,00003673,00017805,00000034,00000248,00001367,00000030,00000092,00000000,00000055,00002349,00000106,00000183,00000000,00000084,00000000,00000000,00000000,                                                                                                                                        
R260,181ST STREET-ST NICHOLAS AV   ,00021577,00001126,00000181,00000292,00000008,00013621,00012825,00000049,00000353,00001703,00000011,00000042,00000000,00000025,00001581,00000034,00000035,00000000,00000049,00000000,00000000,00000000,                                                                                                                                        
R261,40TH STREET-LOWERY STREET     ,00022406,00001295,00000082,00000360,00000034,00007734,00024241,00000018,00000398,00001019,00000019,00000190,00000000,00000078,00001522,00000067,00000069,00000000,00000065,00000000,00000000,00000000,                                                                                                                                        
R262,BEVERLEY ROAD -EAST 15TH ST   ,00008476,00000340,00000071,00000165,00000005,00003201,00006277,00000021,00000085,00000613,00000003,00000072,00000000,00000008,00000754,00000016,00000018,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R263,AVENUE H-EAST 16TH STREET     ,00002660,00000235,00000029,00000101,00000000,00000938,00002421,00000003,00000020,00000141,00000001,00000013,00000000,00000000,00000163,00000009,00000001,00000000,00000000,00000000,00000000,00000000,                                                                                                                                        
R264,OCEAN PKWAY-BRIGHTON BCH AV   ,00007614,00000912,00000041,00000253,00000005,00001456,00004937,00000008,00000060,00000207,00000002,00000127,00000000,00000002,00000538,00000047,00000015,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R265,MONTROSE AVENUE               ,00013677,00000445,00000016,00000092,00000007,00005582,00014473,00000011,00000204,00001469,00000011,00000061,00000000,00000016,00000912,00000035,00000063,00000000,00000067,00000000,00000000,00000000,                                                                                                                                        
R266,HALSEY STREET-WYCKOFF AVE     ,00016527,00000381,00000059,00000151,00000001,00006669,00010653,00000013,00000165,00001133,00000019,00000109,00000000,00000000,00000815,00000047,00000039,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R267,46TH STREET-BROADWAY          ,00021938,00001026,00000081,00000303,00000004,00006999,00020428,00000025,00000236,00001340,00000019,00000214,00000000,00000025,00001349,00000059,00000103,00000000,00000060,00000000,00000000,00000000,                                                                                                                                        
R268,METROPOLITAN AVE-LORIMER ST   ,00029776,00000477,00000046,00000216,00000003,00010117,00033242,00000005,00000447,00002781,00000036,00000239,00000000,00000027,00001744,00000174,00000218,00000000,00000245,00000000,00000000,00000000,                                                                                                                                        
R269,BEDFORD AVENUE-NOSTRAND AVE   ,00013829,00000332,00000053,00000126,00000006,00006329,00010586,00000014,00000271,00001478,00000006,00000066,00000000,00000006,00001351,00000051,00000036,00000000,00000088,00000000,00000000,00000000,                                                                                                                                        
R270,SMITH STREET-9TH STREET       ,00011585,00000307,00000035,00000166,00000007,00004680,00007264,00000006,00000142,00000915,00000004,00000042,00000000,00000005,00000859,00000046,00000044,00000000,00000058,00000000,00000000,00000000,                                                                                                                                        
R271,AVENUE X-MCDONALD AVENUE      ,00006064,00000495,00000027,00000189,00000000,00001515,00004362,00000007,00000049,00000203,00000004,00000028,00000000,00000001,00000499,00000037,00000012,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R272,28TH STREET-7TH AVENUE        ,00035488,00002102,00000145,00000537,00000122,00010216,00026033,00000054,00001362,00002076,00000191,00000398,00000000,00000266,00002001,00000299,00000175,00000000,00000222,00000000,00000000,00000000,                                                                                                                                        
R273,145TH STREET-BROADWAY         ,00018051,00000839,00000151,00000373,00000003,00013956,00016788,00000056,00000347,00001766,00000017,00000056,00000000,00000011,00001514,00000031,00000075,00000000,00000059,00000000,00000000,00000000,                                                                                                                                        
R274,191ST STREET-ST NICHOLAS AV   ,00016820,00001025,00000140,00000246,00000007,00008434,00010665,00000007,00000182,00001313,00000008,00000052,00000000,00000014,00001578,00000024,00000038,00000000,00000037,00000000,00000000,00000000,                                                                                                                                        
R275,183RD STREET-JEROME AVENUE    ,00015276,00000405,00000087,00000152,00000000,00009168,00005564,00000014,00000135,00001042,00000004,00000029,00000000,00000003,00000857,00000007,00000010,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R276,JACKSON AVENUE-VERNON BLVD    ,00023974,00000907,00000031,00000252,00000026,00005696,00026252,00000003,00000342,00001356,00000061,00000246,00000000,00000202,00001583,00000202,00000169,00000000,00000106,00000000,00000000,00000000,                                                                                                                                        
R277,PRESIDENT ST-NOSTRAND AVE     ,00007905,00000446,00000062,00000130,00000000,00003758,00005668,00000013,00000104,00000870,00000017,00000033,00000000,00000001,00000947,00000019,00000033,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R278,25TH STREET-4TH AVENUE        ,00007244,00000217,00000011,00000081,00000005,00003014,00006004,00000009,00000134,00000536,00000007,00000043,00000000,00000009,00000432,00000032,00000016,00000000,00000050,00000000,00000000,00000000,                                                                                                                                        
R279,JEFFERSON STREET-WYCKOFF AV   ,00013725,00000221,00000037,00000092,00000002,00005698,00011662,00000010,00000110,00001200,00000013,00000045,00000000,00000000,00000545,00000020,00000050,00000000,00000088,00000000,00000000,00000000,                                                                                                                                        
R280,190TH STREET-OVERLOOK TERR    ,00008576,00000746,00000033,00000237,00000000,00003023,00009326,00000007,00000172,00000685,00000008,00000061,00000000,00000016,00000889,00000055,00000061,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R281,72ND STREET-CENTRAL PK WEST   ,00022670,00001758,00000054,00000267,00000013,00006201,00016027,00000023,00001600,00001230,00000061,00000322,00000000,00000058,00000936,00000251,00000143,00000000,00000219,00000000,00000001,00000000,                                                                                                                                        
R282,SPRING STREET-6TH AVENUE      ,00032475,00001280,00000089,00000303,00000130,00007444,00022847,00000032,00000847,00001758,00000109,00000384,00000000,00000514,00001317,00000298,00000173,00000000,00000268,00000000,00000000,00000000,                                                                                                                                        
R283,LAFAYETTE AVENUE-FULTON ST    ,00010823,00000416,00000035,00000137,00000005,00003984,00008957,00000005,00000152,00001111,00000010,00000112,00000000,00000003,00001377,00000043,00000040,00000000,00000093,00000000,00000000,00000000,                                                                                                                                        
R284,CLINTON AVENUE-FULTON ST      ,00012900,00000286,00000045,00000126,00000001,00004020,00013045,00000009,00000169,00001192,00000014,00000090,00000000,00000001,00001420,00000049,00000057,00000000,00000149,00000000,00000000,00000000,                                                                                                                                        
R285,MOTT AVENUE-BEACH 22ND ST     ,00012945,00000510,00000067,00000180,00000000,00004303,00003780,00000022,00000089,00000668,00000012,00000032,00000000,00000004,00000839,00000019,00000007,00000000,00000038,00000000,00000000,00000000,                                                                                                                                        
R286,MYRTLE AVENUE-MARCY AVENUE    ,00009707,00000267,00000032,00000108,00000005,00004700,00006248,00000011,00000153,00001210,00000003,00000026,00000000,00000003,00000964,00000003,00000008,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R287,CLASSON AVENUE-LAFAYETTE AV   ,00009815,00000240,00000011,00000099,00000000,00003467,00007756,00000006,00000149,00000843,00000006,00000052,00000000,00000001,00000914,00000027,00000041,00000000,00000052,00000000,00000000,00000000,                                                                                                                                        
R288,7TH AVENUE-9TH STREET         ,00027356,00001424,00000055,00000271,00000007,00005221,00025981,00000029,00000268,00001697,00000023,00000385,00000000,00000037,00002407,00000228,00000164,00000000,00000141,00000000,00000000,00000000,                                                                                                                                        
R289,FT HAMILTON PKY-GREENWOOD     ,00010663,00000738,00000051,00000192,00000006,00002346,00011585,00000012,00000116,00000778,00000012,00000168,00000000,00000021,00001280,00000098,00000065,00000000,00000052,00000000,00000000,00000000,                                                                                                                                        
R290,HOUSTON STREET-VARICK ST      ,00036443,00002194,00000219,00000427,00000349,00007739,00025952,00000046,00000679,00001610,00000231,00000455,00000000,00001245,00002182,00000358,00000213,00000000,00000172,00000000,00000000,00000000,                                                                                                                                        
R291,33RD STREET-QUEENS BLVD       ,00026675,00000725,00000061,00000266,00000066,00008973,00019370,00000018,00000381,00001220,00000105,00000243,00000000,00000143,00002324,00000084,00000058,00000000,00000088,00000000,00000000,00000000,                                                                                                                                        
R292,BAYCHESTER AVE-TILLOTSON      ,00009040,00000295,00000029,00000079,00000011,00003251,00002751,00000003,00000043,00000674,00000021,00000055,00000000,00000001,00000810,00000017,00000003,00000000,00000036,00000000,00000000,00000000,                                                                                                                                        
R293,34TH STREET - PENN STATION    ,00188251,00006811,00000464,00001445,00006718,00028078,00061829,00000116,00004810,00005136,00000647,00001612,00000000,00015840,00006908,00001677,00000416,00000000,00001047,00000000,00000000,00000000,                                                                                                                                        
R294,MORGAN AVENUE-HARRISON PL     ,00015016,00000177,00000024,00000075,00000003,00006665,00015702,00000002,00000278,00001578,00000025,00000063,00000000,00000004,00000498,00000038,00000085,00000000,00000149,00000000,00000000,00000000,                                                                                                                                        
R295,WILSON AVENUE-MOFFAT STREET   ,00007755,00000221,00000029,00000072,00000000,00004914,00004174,00000012,00000114,00000791,00000007,00000010,00000000,00000001,00000529,00000018,00000017,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R296,163RD ST & AMSTERDAM AVE      ,00008265,00000332,00000045,00000194,00000000,00005091,00006008,00000016,00000122,00000695,00000002,00000029,00000000,00000007,00000637,00000013,00000031,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R297,FRANKLIN AVENUE-FULTON ST     ,00011324,00000466,00000092,00000219,00000000,00007132,00008598,00000028,00000214,00001226,00000006,00000040,00000000,00000005,00001225,00000017,00000020,00000000,00000064,00000000,00000000,00000000,                                                                                                                                        
R298,NORTHERN BLVD-BROADWAY        ,00013975,00000921,00000045,00000396,00000008,00005887,00014178,00000006,00000158,00000696,00000015,00000130,00000000,00000012,00001093,00000042,00000041,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R299,BROADWAY - UNION AVENUE       ,00006168,00000356,00000022,00000178,00000000,00002917,00005269,00000007,00000074,00000431,00000003,00000011,00000000,00000004,00000655,00000012,00000010,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R300,2ND AVENUE-HOUSTON STREET     ,00047531,00001597,00000155,00000586,00000020,00012799,00038750,00000041,00001219,00002916,00000069,00000425,00000000,00000085,00002793,00000315,00000220,00000000,00000458,00000000,00000000,00000000,                                                                                                                                        
R301,YORK STREET-JAY STREET        ,00017769,00000425,00000043,00000156,00000022,00004813,00015578,00000011,00000306,00001195,00000023,00000225,00000000,00000026,00000680,00000096,00000099,00000000,00000127,00000000,00000000,00000000,                                                                                                                                        
R302,57TH STREET-6TH AVENUE        ,00043131,00001874,00000095,00000406,00000110,00009968,00030305,00000033,00001617,00001863,00000163,00000777,00000000,00000287,00002372,00000455,00000196,00000000,00000278,00000000,00000000,00000000,                                                                                                                                        
R303,21ST STREET-QUEENSBRIDGE      ,00016254,00000992,00000142,00000521,00000006,00010070,00012410,00000022,00000586,00001406,00000024,00000110,00000000,00000018,00001607,00000033,00000013,00000000,00000050,00000000,00000000,00000000,                                                                                                                                        
R304,RECTOR STREET-GREENWICH ST    ,00021331,00000835,00000047,00000212,00000289,00004184,00014133,00000014,00000983,00000724,00000739,00000316,00000000,00000975,00001694,00000278,00000103,00000000,00000135,00000000,00000000,00000000,                                                                                                                                        
R306,238TH STREET-BROADWAY         ,00008791,00000466,00000024,00000121,00000004,00002129,00005872,00000011,00000100,00000472,00000024,00000089,00000000,00000014,00000801,00000070,00000028,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R307,138TH ST-GRAND CONCOURSE      ,00007495,00000160,00000038,00000101,00000001,00003319,00003217,00000007,00000077,00000527,00000007,00000028,00000000,00000000,00000859,00000029,00000010,00000000,00000011,00000000,00000000,00000000,                                                                                                                                        
R308,MT EDEN AVENUE-JEROME AVE     ,00013720,00000428,00000099,00000225,00000007,00007301,00005974,00000014,00000198,00001188,00000008,00000024,00000000,00000005,00000908,00000010,00000007,00000000,00000026,00000000,00000000,00000000,                                                                                                                                        
R309,176TH STREET-JEROME AVENUE    ,00011496,00000299,00000032,00000185,00000016,00007520,00005294,00000017,00000178,00001155,00000006,00000026,00000000,00000004,00000902,00000010,00000008,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R310,111TH STREET-ROOSEVELT AVE    ,00027258,00000707,00000087,00000342,00000011,00014799,00012969,00000013,00000454,00000542,00000008,00000068,00000000,00000014,00000708,00000023,00000007,00000000,00000032,00000000,00000000,00000000,                                                                                                                                        
R311,BOWERY STREET-DELANCEY ST     ,00005558,00000383,00000019,00000468,00000000,00002110,00007173,00000004,00000202,00000398,00000008,00000038,00000000,00000003,00000279,00000010,00000019,00000000,00000046,00000000,00000000,00000000,                                                                                                                                        
R312,WEST 6TH STREET-SURF AVENUE   ,00004853,00000547,00000010,00000135,00000000,00000843,00002828,00000003,00000064,00000132,00000001,00000096,00000000,00000000,00000351,00000022,00000006,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R313,BUSHWICK AVENUE-ABERDEEN ST   ,00002989,00000121,00000014,00000013,00000000,00001689,00001635,00000004,00000041,00000260,00000005,00000008,00000000,00000000,00000221,00000009,00000003,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R314,103RD ST-CENTRAL PARK WEST    ,00010004,00000761,00000055,00000281,00000007,00005316,00008669,00000010,00000411,00000976,00000019,00000058,00000000,00000013,00000883,00000058,00000050,00000000,00000071,00000000,00000000,00000000,                                                                                                                                        
R315,155TH STREET-8TH AVENUE       ,00008562,00000524,00000086,00000178,00000008,00005036,00004114,00000033,00000110,00000960,00000002,00000029,00000000,00000011,00000937,00000005,00000000,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R316,FLUSHING AVENUE-MARCY AVE     ,00004770,00000181,00000015,00000035,00000000,00001834,00002538,00000002,00000043,00000310,00000001,00000017,00000000,00000002,00000454,00000003,00000007,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R317,LAFAYETTE AV-WASHINGTON AV    ,00014264,00000428,00000024,00000113,00000004,00003152,00010709,00000007,00000123,00000884,00000012,00000117,00000000,00000015,00001096,00000112,00000066,00000000,00000112,00000000,00000000,00000000,                                                                                                                                        
R318,FULTON STREET-LAFAYETTE AV    ,00006536,00000205,00000017,00000082,00000009,00002912,00007060,00000003,00000129,00000683,00000001,00000044,00000000,00000004,00000686,00000024,00000027,00000000,00000061,00000000,00000000,00000000,                                                                                                                                        
R319,63RD STREET-LEXINGTON AVE     ,00033737,00001970,00000121,00000484,00000056,00009134,00031760,00000041,00000556,00002143,00000124,00000422,00000001,00000161,00002208,00000274,00000160,00000000,00000163,00000000,00000000,00000000,                                                                                                                                        
R320,CANAL STREET-VARICK STREET    ,00016046,00000592,00000047,00000111,00000131,00003841,00010021,00000012,00000683,00000723,00000101,00000177,00000000,00000333,00000788,00000165,00000059,00000000,00000076,00000000,00000000,00000000,                                                                                                                                        
R321,18TH STREET-7TH AVENUE        ,00023705,00001343,00000063,00000363,00000168,00005621,00016560,00000021,00000491,00001250,00000115,00000296,00000000,00000337,00001084,00000218,00000140,00000000,00000160,00000000,00000000,00000000,                                                                                                                                        
R322,SPRING STREET-LAFAYETTE ST    ,00037798,00001324,00000069,00000225,00000090,00009912,00024457,00000017,00002026,00002062,00000060,00000357,00000000,00000312,00001169,00000312,00000148,00000000,00000320,00000000,00000000,00000000,                                                                                                                                        
R323,111TH STREET-LENOX AVENUE     ,00016055,00000771,00000120,00000372,00000018,00009202,00013509,00000030,00000423,00002015,00000022,00000120,00000000,00000057,00002160,00000079,00000072,00000000,00000081,00000000,00000000,00000000,                                                                                                                                        
R324,116TH STREET-LENOX AVENUE     ,00019664,00000964,00000202,00000470,00000008,00012885,00017392,00000044,00000417,00002387,00000032,00000095,00000000,00000039,00002944,00000064,00000063,00000000,00000066,00000000,00000000,00000000,                                                                                                                                        
R325,WHITLOCK AVE-WESTCHESTER AV   ,00002721,00000087,00000008,00000036,00000000,00001743,00001149,00000001,00000025,00000300,00000003,00000012,00000000,00000000,00000285,00000001,00000010,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R326,ZEREGA AVE-WESTCHESTER AVE    ,00006696,00000257,00000045,00000075,00000000,00002462,00002919,00000004,00000052,00000423,00000012,00000082,00000000,00000010,00000525,00000020,00000008,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R327,52ND STREET-ROOSEVELT AVE     ,00013852,00001026,00000056,00000288,00000003,00005876,00015258,00000007,00000146,00000658,00000006,00000116,00000000,00000015,00000826,00000032,00000022,00000000,00000050,00000000,00000000,00000000,                                                                                                                                        
R328,WILLETS PT BLVD-ROOSEVELT     ,00005178,00000142,00000006,00000026,00000004,00001128,00001833,00000002,00000189,00000183,00000010,00000090,00000000,00000014,00000541,00000052,00000011,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R329,MORRIS PARK-PAULDING AVENUE   ,00005540,00000242,00000004,00000026,00000000,00001022,00002717,00000001,00000034,00000205,00000028,00000081,00000000,00000002,00000467,00000024,00000019,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R330,3RD AVENUE-14TH STREET        ,00015770,00000573,00000037,00000155,00000028,00004648,00015100,00000009,00000402,00001402,00000024,00000124,00000000,00000073,00001022,00000092,00000106,00000000,00000149,00000000,00000000,00000000,                                                                                                                                        
R331,155TH STREET-ST NICHOLAS AV   ,00004868,00000305,00000061,00000178,00000001,00003198,00003989,00000013,00000077,00000555,00000004,00000004,00000000,00000003,00000536,00000009,00000028,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R332,135TH STREET-ST NICHOLAS AV   ,00008906,00000430,00000087,00000194,00000000,00004728,00008162,00000011,00000170,00001015,00000009,00000048,00000000,00000006,00001361,00000032,00000032,00000000,00000048,00000000,00000000,00000000,                                                                                                                                        
R333,116TH STREET-8TH AVENUE       ,00010898,00000408,00000074,00000257,00000005,00006836,00012210,00000016,00000313,00001282,00000019,00000070,00000000,00000010,00001408,00000094,00000062,00000000,00000087,00000000,00000000,00000000,                                                                                                                                        
R334,110TH STREET-8TH AVENUE       ,00013207,00000886,00000092,00000417,00000007,00006104,00014278,00000025,00000337,00001503,00000013,00000070,00000000,00000018,00001327,00000102,00000089,00000000,00000094,00000000,00000000,00000000,                                                                                                                                        
R335,GASTON AVENUE-BEACH 67TH ST   ,00001420,00000071,00000009,00000020,00000004,00000384,00000395,00000000,00000029,00000070,00000004,00000004,00000000,00000005,00000065,00000006,00000000,00000000,00000002,00000000,00000000,00000000,                                                                                                                                        
R336,STRAITON AVE-BEACH 60TH ST    ,00009705,00000361,00000025,00000080,00000003,00003999,00003225,00000015,00000093,00000670,00000013,00000039,00000000,00000000,00001011,00000012,00000019,00000000,00000047,00000000,00000000,00000000,                                                                                                                                        
R337,FRANK AVENUE-BEACH 44TH ST    ,00000402,00000016,00000000,00000003,00000000,00000093,00000073,00000001,00000009,00000016,00000000,00000000,00000000,00000000,00000026,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                                                        
R338,EDGEMERE-BEACH 36TH STREET    ,00004499,00000129,00000005,00000071,00000000,00001448,00001410,00000001,00000020,00000286,00000009,00000018,00000000,00000000,00000486,00000007,00000000,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R339,36TH STREET-NORTHERN BLVD     ,00009884,00000474,00000057,00000131,00000013,00003393,00004786,00000012,00000151,00000668,00000022,00000066,00000000,00000031,00001801,00000034,00000038,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R340,65TH STREET-BROADWAY          ,00007384,00000413,00000037,00000140,00000000,00002753,00008046,00000007,00000064,00000231,00000005,00000035,00000000,00000002,00000475,00000003,00000029,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R341,75TH AVENUE-QUEENS BLVD       ,00009363,00001157,00000027,00000218,00000001,00001604,00008813,00000005,00000059,00000385,00000019,00000125,00000000,00000014,00000653,00000056,00000050,00000000,00000056,00000000,00000000,00000000,                                                                                                                                        
R342,VAN WYCK BLVD-METROPOLITAN    ,00013825,00000466,00000069,00000128,00000010,00003978,00005777,00000009,00000141,00000553,00000012,00000059,00000000,00000012,00000497,00000026,00000015,00000000,00000050,00000000,00000000,00000000,                                                                                                                                        
R343,FRANKLIN STREET-WEST BWAY     ,00018319,00000881,00000035,00000162,00000195,00003525,00010084,00000007,00000332,00000766,00000055,00000201,00000000,00000396,00001120,00000189,00000094,00000000,00000077,00000000,00000000,00000000,                                                                                                                                        
R344,145TH STREET-LENOX AVENUE     ,00006027,00000441,00000069,00000233,00000000,00003915,00003843,00000012,00000098,00000765,00000011,00000012,00000000,00000001,00001100,00000005,00000012,00000000,00000011,00000000,00000000,00000000,                                                                                                                                        
R345,148TH STREET-LENOX AVENUE     ,00006182,00000459,00000045,00000181,00000000,00003583,00004966,00000004,00000093,00000785,00000010,00000026,00000000,00000005,00001265,00000019,00000012,00000000,00000010,00000000,00000000,00000000,                                                                                                                                        
R346,45TH ROAD-COURT HOUSE SQ      ,00008931,00000315,00000039,00000223,00000088,00007732,00015104,00000024,00000198,00000957,00000032,00000071,00000000,00000336,00000830,00000097,00000022,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
